주유소명,전화번호,재고유무,판매단가(원/리터),결제일자,결제시간,정제도로명주소,정제지번주소,정제WGS84위도,정제WGS84경도
㈜디오티디 파주고라니주유소,031-937-8518,Y,1800,2023-07-10,09:24:15,경기도 파주시 파주로 66,경기도 파주시 문발동 232-5번지,37.7240275104,126.6962422984
원더우먼주유소,031-358-5181,Y,1800,2023-07-07,13:13:39,경기도 화성시 우정읍 포승향남로 1106,경기도 화성시 우정읍 이화리 459-4번지,37.0460296144,126.7979770903
지에스칼텍스㈜ 이마트의정부점,031-853-5189,Y,1800,2022-04-04,09:27:06,경기도 의정부시 민락로 214,경기도 의정부시 민락동 850번지,37.7438002758,127.1027562446
청정에너지주유소,031-264-2500,Y,1800,2023-07-05,21:12:05,경기도 용인시 기흥구 용구대로2469번길 161,경기도 용인시 기흥구 보정동 408-3번지,37.3211049575,127.1041340972
골든벨주유소,031-297-5182,Y,1800,2023-01-18,19:26:52,경기도 수원시 권선구 서부로 1650,경기도 수원시 권선구 고색동 894-5번지,37.2560781366,126.9743402502
SK에너지(주) 양지IC주유소,031-338-5106,Y,1800,2022-05-24,08:59:52,경기도 용인시 처인구 양지면 죽양대로 2294,경기도 용인시 처인구 양지면 양지리 114-3번지,37.2328436474,127.2984083779
삼미상사(주) 삼성단지주유소,031-214-5195,Y,1800,2022-11-09,10:41:15,경기도 용인시 기흥구 중부대로 1-2,경기도 용인시 기흥구 영덕동 1293번지,37.2690367685,127.0670064798
케이아이에스정보통신 주식회사 장안공원 주유소,031-248-9320,Y,1800,2023-07-08,19:17:44,경기도 수원시 장안구 팔달로 227,경기도 수원시 장안구 영화동 438-8번지,37.2874471874,127.0102115287
HD현대오일뱅크㈜직영 대길주유소,031-686-6083,Y,1800,2023-07-10,17:21:30,경기도 평택시 포승읍 포승향남로 384,경기도 평택시 포승읍 원정리 324번지,36.9981619982,126.8432702001
남선산업(주)은계셀프주유소,031-317-5189,Y,1800,2022-04-06,18:24:24,경기도 시흥시 수인로 3142,경기도 시흥시 안현동 172-1번지,37.4346880773,126.8083341427
대성석유(주)스타주유소,031-968-7421,Y,1800,2023-05-15,09:04:27,경기도 고양시 덕양구 은빛로 59,경기도 고양시 덕양구 화정동 907번지,37.6380099273,126.8343923424
HD현대오일뱅크㈜직영 기흥셀프주유소,031-285-9194,Y,2000,2022-04-01,09:52:07,경기도 용인시 기흥구 용구대로 1876,경기도 용인시 기흥구 보라동 393-3번지,37.2557482616,127.1051304000
내산주유소,031-884-2783,Y,2000,2023-06-20,07:08:45,경기도 여주시 대신면 여양로 1678,경기도 여주시 대신면 보통리 497-1번지,37.3822765893,127.5667467776
부강하나주유소,031-987-5088,Y,2000,2023-07-10,16:08:13,경기도 김포시 양촌읍 양곡로 382,경기도 김포시 양촌읍 양곡리 628-3번지,37.6632424636,126.6350272300
HD현대오일뱅크㈜직영 팔곡셀프주유소,031-437-7794,Y,2000,2023-07-10,21:38:20,경기도 안산시 상록구 해안로 1295,경기도 안산시 상록구 팔곡이동 445-4번지,37.2933571109,126.8840932021
(주)태봉Self주유소,031-543-5151,Y,2000,2022-11-30,01:43:57,경기도 포천시 소흘읍 호국로 715,경기도 포천시 소흘읍 송우리 89-3번지,37.8314617037,127.1509012548
대성산업㈜ 의정부주유소,031-877-2548,Y,2000,2023-02-18,09:54:26,경기도 의정부시 평화로 468,경기도 의정부시 의정부동 100-3번지,37.7338425812,127.0482326168
소망주유소,031-416-5511,Y,2000,2022-04-08,09:58:28,경기도 안산시 상록구 석호로 202,경기도 안산시 상록구 사동 1318-3번지,37.2949952650,126.8532334085
제이원네트웍스(주) 해안주유소,031-409-6767,Y,2000,2022-05-13,14:36:13,경기도 안산시 상록구 선진6길 8,경기도 안산시 상록구 사동 1497-1번지,37.2814778946,126.8440201265
영화에너지(주)직영 칠칠주유소,031-691-6667,Y,2000,2023-07-06,14:58:08,경기도 평택시 팽성읍 부용로 118,경기도 평택시 팽성읍 객사리 71-13번지,36.9656191514,127.0669222790
대박셀프주유소,031-533-5184,Y,2000,2023-04-01,10:24:32,경기도 포천시 포천로 1651,경기도 포천시 신읍동 242번지,37.9025599169,127.1976459142
(주)삼표에너지 보정동주유소,031-896-7111,Y,2000,2023-01-26,13:12:33,경기도 용인시 기흥구 용구대로2469번길 150,경기도 용인시 기흥구 보정동 498-2번지,37.3201883109,127.1049628127
송능주유소,031-528-5022,Y,2000,2023-02-08,09:05:53,경기도 남양주시 진건읍 진건오남로 405-10,경기도 남양주시 진건읍 송능리 157-7번지,37.6740072842,127.2027374280
SK에너지㈜직영 라인45,031-651-5182,Y,2000,2022-03-25,17:06:38,경기도 평택시 팽성읍 팽성로 230,경기도 평택시 팽성읍 남산리 218-7번지,36.9548526209,127.0611087832
역전주유소,031-434-7887,Y,2000,2022-04-25,13:34:25,경기도 시흥시 역전로 295,경기도 시흥시 정왕동 876-359번지,37.3517967088,126.7390462263
동일석유(주) 금호주유소,031-258-2892,Y,2000,2022-03-28,10:23:49,경기도 수원시 장안구 경수대로 852,경기도 수원시 장안구 조원동 774-28번지,37.2970571867,127.0148767651
(주)동원석유,032-612-5104,Y,2000,2022-04-30,12:44:56,경기도 부천시 부흥로 182,경기도 부천시 중동 682-3번지,37.4961553485,126.7627771066
동양산업(주)직영신태평주유소,031-668-6366,Y,2000,2022-05-20,15:33:57,경기도 평택시 고덕면 서동대로 2633,경기도 평택시 고덕면 방축리 670-1번지,37.0158338057,127.0324979245
효현(주) 아주주유소,031-216-5189,Y,2000,2022-06-15,19:46:40,경기도 수원시 팔달구 월드컵로 246,경기도 수원시 팔달구 우만동 22번지,37.2822567731,127.0398119029
플라트(주)금성주유소,031-421-4199,Y,1700,2022-07-15,08:41:11,경기도 안양시 동안구 시민대로 325,경기도 안양시 동안구 관양동 1746-4번지,37.3961067781,126.9660203545
씨앤에스에너지㈜ 여주(인천방향)주유소/충전소,031-881-3655,Y,1700,2022-06-19,06:32:11,경기도 여주시 가남읍 화평길 116,경기도 여주시 가남읍 본두리 677-2번지,37.2398103441,127.5679851622
GS 세마주유소,031-235-5189,Y,1700,2023-01-03,09:05:50,경기도 화성시 만년로 889,경기도 화성시 안녕동 106-3번지,37.1895713786,127.0053799491
(주)삼표 화성에너지,031-356-3435,Y,1700,2022-11-09,15:03:59,경기도 화성시 비봉면 푸른들판로 1275,경기도 화성시 비봉면 양노리 759-7번지,37.2171327743,126.8715490107
효자로주유소,02-381-1371,Y,1700,2022-08-08,07:25:59,경기도 고양시 덕양구 일영로 127,경기도 고양시 덕양구 지축동 588-5번지,37.6575068047,126.9199613561
HD현대오일뱅크㈜직영 목련주유소,031-471-4000,Y,1700,2023-07-10,18:19:14,경기도 안양시 만안구 안양로 479,경기도 안양시 만안구 석수동 319-3번지,37.4122716478,126.9098343505
경원주유소,031-233-6678,Y,1700,2023-05-18,09:06:38,경기도 수원시 권선구 권광로 80,경기도 수원시 권선구 권선동 1041-5번지,37.2549672410,127.0295357813
삼미상사(주)미래로SELF주유소,031-941-5181,Y,1700,2022-11-09,10:16:29,경기도 파주시 미래로 292,경기도 파주시 동패동 20-1번지,37.7043412406,126.7464942394
삼미상사(주)동하셀프주유소,031-354-1847,Y,1700,2022-11-09,08:18:32,경기도 화성시 정남면 세자로 257,경기도 화성시 정남면 보통리 117-15번지,37.1904861981,126.9790654767
세종대왕농협주유소,031-881-4322,Y,1700,2022-04-07,17:27:28,경기도 여주시 세종대왕면 마장로 9,경기도 여주시 세종대왕면 번도리 861-35번지,37.2993669167,127.5662898085
고객행복주유소,032-674-4544,Y,1700,2023-07-10,19:05:24,경기도 부천시 소사로 584,경기도 부천시 여월동 312번지,37.5095242433,126.7986150438
시흥하늘주유소(일산방향),031-481-8147,Y,1700,2023-04-23,01:25:53,경기도 시흥시 수도권제1순환고속도로 105-1,경기도 시흥시 조남동 190-1번지,37.3851397664,126.8561536982
풍산에너지(주),031-998-0598,Y,1700,2023-07-10,12:17:20,경기도 김포시 풍무로 164,경기도 김포시 풍무동 898번지,37.6095632034,126.7250071642
다복주유소,031-499-5114,Y,1700,2023-07-10,20:23:13,경기도 안산시 단원구 시흥대로 128,경기도 안산시 단원구 선부동 187-3번지,37.3529534642,126.8024004204
마장프리미엄주유소(하남방향),031-638-7930,Y,1700,2022-05-15,11:33:00,경기도 이천시 마장면 중부고속도로 82,경기도 이천시 마장면 목리 산13-32번지,37.2627442492,127.4084798710
평택주유소,031-655-4051,Y,1700,2023-07-10,13:29:39,경기도 평택시 평택로 258,경기도 평택시 세교동 462-3번지,37.0060964876,127.0726610932
(주)대경유업 대경주유소,070-4208-2377,Y,1700,2023-07-10,14:33:04,경기도 시흥시 봉화로 166,경기도 시흥시 정왕동 191-4번지,37.3655284431,126.7523801258
㈜삼표에너지 신성주유소,031-664-5115,Y,1700,2023-01-29,18:16:43,경기도 평택시 고덕면 서동대로 2796,경기도 평택시 고덕면 동고리 152-1번지,37.0070344309,127.0460734311
(주)동원석유 행복주유소,031-483-6639,Y,1700,2023-07-10,19:13:53,경기도 안산시 상록구 수인로 1820,경기도 안산시 상록구 부곡동 1-1번지,37.3461380985,126.8696738001
하남셀프주유소,031-793-5551,Y,1800,2023-01-04,09:54:19,경기도 하남시 신장로 211,경기도 하남시 덕풍동 345-38번지,37.5435971279,127.1978903037
동양산업(주)직영 일광주유소,032-663-1010,Y,1800,2022-08-23,05:33:12,경기도 부천시 길주로 442,경기도 부천시 춘의동 155-1번지,37.5040737875,126.7915156669
금강에너지(주) 마장셀프주유소,031-634-2067,Y,1800,2022-12-06,15:44:49,경기도 이천시 마장면 중부대로 88,경기도 이천시 마장면 양촌리 157-1번지,37.2560091497,127.3460478786
경동석유산업(주)고속철주유소,02-2617-9767,Y,1800,2022-04-28,13:53:27,경기도 광명시 광명로 207,경기도 광명시 가학동 419-2번지,37.4200430534,126.8483622526
HD현대오일뱅크㈜직영 안성TG주유소,031-655-2603,Y,1800,2022-08-09,00:17:34,경기도 안성시 공도읍 서동대로 3986,경기도 안성시 공도읍 진사리 2-6번지,36.9972697036,127.1491323129
(주)소모 뉴평내셀프주유소,031-592-0758,Y,1800,2022-07-14,23:42:14,경기도 남양주시 경춘로 1272,경기도 남양주시 평내동 588번지,37.6478564026,127.2355342544
HD현대오일뱅크㈜직영 선암셀프주유소,02-503-0077,Y,1800,2023-07-10,22:28:53,경기도 과천시 중앙로 534,경기도 과천시 과천동 29-5번지,37.4559519208,127.0105054869
조남주유소,031-484-0051,Y,1800,2023-07-10,19:19:08,경기도 시흥시 수인로 2099,경기도 시흥시 조남동 598-6번지,37.3699759876,126.8741161428
(주)진성에너지 무궁화셀프주유소,031-906-3265,Y,1800,2022-04-14,14:14:52,경기도 고양시 일산동구 무궁화로 304,경기도 고양시 일산동구 풍동 627-2번지,37.6750079801,126.7938510410
오산주유소,031-882-2989,Y,1300,2023-06-19,10:25:53,경기도 여주시 가남읍 양화로 150,경기도 여주시 가남읍 오산리 465-1번지,37.2363814649,127.5576551254
동탄농협주유소,031-613-0002,Y,1300,2022-11-22,12:00:38,경기도 화성시 삼성1로 196,경기도 화성시 석우동 28번지,37.2210535905,127.0765010899
도일주유소,031-611-5135,Y,1300,2023-07-10,12:27:39,경기도 평택시 도일로 201,경기도 평택시 도일동 276-1번지,37.0559648260,127.1151320106
점동농협셀프주유소,031-883-5189,Y,1300,2023-03-24,07:43:20,경기도 여주시 점동면 청안로 180,경기도 여주시 점동면 청안리 166-13번지,37.2102303910,127.6646220446
굿모닝셀프주유소,031-675-2887,Y,1300,2023-07-10,21:20:23,경기도 안성시 삼죽면 서동대로 6376,경기도 안성시 삼죽면 진촌리 303-2번지,37.0607180503,127.3695241030
오일필드(주)경기지점,031-353-4867,Y,1300,2023-07-04,18:42:13,경기도 화성시 향남읍 발안로 341,경기도 화성시 향남읍 동오리 547-1번지,37.1329565403,126.9449078633
㈜지에스이앤알직영 덕소주유소,031-577-9425,Y,1300,2023-05-23,08:32:23,경기도 남양주시 와부읍 덕소로 24,경기도 남양주시 와부읍 덕소리 601-7번지,37.5888388362,127.2061347350
명품주유소,031-677-5145,Y,1300,2023-07-03,12:32:16,경기도 안성시 대덕면 안성맞춤대로 1523,경기도 안성시 대덕면 진현리 336-3번지,37.0470036352,127.2625542114
수안주유소,031-243-4412,Y,1300,2023-02-15,00:55:09,경기도 수원시 장안구 경수대로 1246,경기도 수원시 장안구 파장동 43-1번지,37.3222384245,126.9883605675
하이테크에너지(주),031-745-5189,Y,1300,2023-04-21,10:28:34,경기도 성남시 중원구 순환로 128,경기도 성남시 중원구 상대원동 375-12번지,37.4352398628,127.1792005425
(주)에스에이치에너지 신갈현대셀프주유소,031-285-1026,Y,1300,2023-07-11,00:26:10,경기도 용인시 기흥구 신수로 69,경기도 용인시 기흥구 신갈동 486-3번지,37.2759506379,127.0977155917
형제주유소,031-366-0101,Y,1300,2023-07-10,16:30:28,경기도 화성시 정남면 서봉로 1081,경기도 화성시 정남면 신리 138번지,37.1640605469,126.9798776263
하이웨이주유소,031-861-0951,Y,1300,2022-11-17,13:31:39,경기도 동두천시 강변로 74,경기도 동두천시 송내동 513번지,37.8784595983,127.0533205523
고속주유소,031-401-5151,Y,1300,2022-07-06,13:55:07,경기도 안산시 상록구 가루개로 143,경기도 안산시 상록구 양상동 201-2번지,37.3464219897,126.8488635583
주식회사 동해주유소,031-533-5177,Y,1300,2023-07-10,20:25:51,경기도 포천시 영중면 호국로 2659,경기도 포천시 영중면 금주리 694-16번지,37.9805056286,127.2438984934
광탄농협주유소,031-947-7876,Y,1300,2022-04-04,09:13:07,경기도 파주시 광탄면 동거리길 41,경기도 파주시 광탄면 신산리 217-27번지,37.7814501419,126.8496879502
평내셀프주유소,031-511-2251,Y,1350,2023-07-10,17:19:33,경기도 남양주시 경춘로 1071,경기도 남양주시 금곡동 183-13번지,37.6360665228,127.2197763772
푸른현대주유소,031-355-0717,Y,1400,2023-07-10,11:09:48,경기도 화성시 남양읍 주석로 304,경기도 화성시 남양읍 북양리 556-23번지,37.2070488912,126.8602730657
가원주유소,031-941-3609,Y,1400,2023-07-08,15:16:43,경기도 파주시 탄현면 엘지로 635,경기도 파주시 탄현면 낙하리 285-2번지,37.8293186695,126.7370548203
굿모닝주유소,031-684-3610,Y,1400,2023-07-10,21:27:20,경기도 평택시 포승읍 서동대로 501,경기도 평택시 포승읍 신영리 413-16번지,36.9429286873,126.8779411134
스마일주유소,031-358-6013,Y,1400,2023-07-10,19:01:57,경기도 화성시 장안면 수정로 265,경기도 화성시 장안면 수촌리 144-4번지,37.0894504567,126.8617354564
매송주유소(서울방향),031-295-1509,Y,1400,2023-07-10,20:36:05,경기도 화성시 매송면 서해안고속도로 316-1,경기도 화성시 매송면 야목리 625-1번지,37.2661964324,126.8924460959
지에스칼텍스㈜ 만호주유소,031-681-1800,Y,1400,2023-02-21,17:25:29,경기도 평택시 포승읍 서동대로 771,경기도 평택시 포승읍 만호리 400-3번지,36.9591915640,126.8561408050
SK에너지(주) 뉴마장주유소,031-638-0051,Y,1600,2023-05-04,17:48:51,경기도 이천시 마장면 서이천로 393,경기도 이천시 마장면 표교리 489-2번지,37.2593791778,127.3942518698
서울석유(주)이에스주유소,031-656-5115,Y,1600,2022-06-29,14:06:53,경기도 평택시 동삭로 363,경기도 평택시 동삭동 337-1번지,37.0187601320,127.0953770240
(주)세일 선화주유소,031-232-5189,Y,1600,2023-06-02,12:29:52,경기도 수원시 권선구 매송고색로 552,경기도 수원시 권선구 오목천동 316-1번지,37.2461856151,126.9653436281
HD현대오일뱅크㈜직영 서해현대셀프주유소,031-292-9224,Y,1600,2023-07-10,19:00:46,경기도 화성시 매송면 매송고색로 109,경기도 화성시 매송면 원평리 328번지,37.2455878358,126.9169885213
(주)장군골드웨이주유소,031-571-2541,Y,1600,2023-07-10,14:29:22,경기도 남양주시 진접읍 사릉로 791,경기도 남양주시 진접읍 연평리 809-1번지,37.6859324332,127.1690732604
삼미상사(주)금정역셀프주유소,031-456-5189,Y,1600,2022-11-09,10:04:52,경기도 군포시 엘에스로 178,경기도 군포시 산본동 18-35번지,37.3759656562,126.9435511935
조리농협주유소,031-945-6048,Y,1600,2023-05-18,11:24:04,경기도 파주시 조리읍 통일로 441,경기도 파주시 조리읍 등원리 279-1번지,37.7529608666,126.8026008193
무봉주유소,031-543-3013,Y,1600,2022-11-10,08:45:59,경기도 포천시 소흘읍 부흥로 218,경기도 포천시 소흘읍 무봉리 300-1번지,37.8067893338,127.1407706475
광교서일주유소,031-266-7016,Y,1600,2022-04-27,21:45:37,경기도 용인시 기흥구 석성로 1,경기도 용인시 기흥구 보정동 1057-1번지,37.2952070015,127.0932015472
그린주유소,031-665-8898,Y,1600,2022-10-17,15:22:06,경기도 평택시 삼남로 529,경기도 평택시 지산동 74-2번지,37.0718166490,127.0896505681
내트럭(주) 평택사업소,031-684-1201,Y,1600,2023-05-12,09:46:58,경기도 평택시 포승읍 하만호길 229,경기도 평택시 포승읍 만호리 668번지,36.9543637942,126.8502396842
(주)늘바른주유소,031-681-8058,Y,1600,2023-07-10,14:53:50,경기도 평택시 오성면 서동대로 2067,경기도 평택시 오성면 죽리 10-1번지,37.0081969284,126.9719045431
대원주유소,031-959-3422,Y,1600,2023-07-10,11:37:59,경기도 파주시 적성면 청송로 1091,경기도 파주시 적성면 구읍리 597-3번지,37.9570486548,126.9257069453
뉴그린주유소,031-447-0309,Y,1600,2023-07-08,16:03:04,경기도 안양시 만안구 박달로 569,경기도 안양시 만안구 안양동 693-7번지,37.4029111671,126.9162350541
대경석유(주)남경주유소,031-865-0201,Y,1600,2023-07-10,20:38:18,경기도 양주시 평화로 2023,경기도 양주시 봉양동 803-2번지,37.8683732324,127.0602941007
sk장승주유소,031-572-7075,Y,1600,2022-06-05,13:15:50,경기도 남양주시 진접읍 금강로 1590,경기도 남양주시 진접읍 장현리 45-9번지,37.7320430893,127.1952878226
평화주유소,031-771-5125,Y,1600,2023-07-10,19:02:39,경기도 양평군 청운면 경강로 4089,경기도 양평군 청운면 비룡리 55번지,37.5431538368,127.6960511037
(주)세지에너지주유소/충전소,031-365-5090,Y,1600,2023-02-13,07:34:20,경기도 시흥시 서해안로 120,경기도 시흥시 정왕동 1236-11번지,37.3422639525,126.6999904336
남여주주유소,031-886-5151,Y,1600,2023-07-03,12:27:55,경기도 여주시 웅골로 186,경기도 여주시 가업동 161-1번지,37.2674167321,127.6270872465
SK에너지(주) 복사골주유소,032-651-4775,Y,1600,2022-05-25,16:54:16,경기도 부천시 경인로 36,경기도 부천시 송내동 403-4번지,37.4832173198,126.7593074491
지에스칼텍스(주)동탄신도시주유소,031-225-5101,Y,1600,2022-03-29,13:54:57,경기도 화성시 효행로 1293,경기도 화성시 반월동 536번지,37.2236061631,127.0620699492
삼호주유소 주식회사,031-833-8280,Y,1600,2023-07-10,18:46:44,경기도 연천군 전곡읍 양연로402번길 13,경기도 연천군 전곡읍 간파리 308-5번지,37.9432639022,127.0040812653
금강석유(주)나분들주유소,031-318-5133,Y,1600,2022-10-22,18:31:45,경기도 시흥시 동서로 674,경기도 시흥시 광석동 33-2번지,37.3839550097,126.8215872931
지에스칼텍스(주)안산스타주유소,031-414-5189,Y,1600,2023-05-10,00:06:46,경기도 안산시 단원구 달미로 72,경기도 안산시 단원구 선부동 1087번지,37.3422947995,126.8155271909
(주)삼익에너지 무대IC주유소,031-511-5125,Y,1600,2023-02-28,14:07:30,경기도 남양주시 석실로 651,경기도 남양주시 금곡동 519-10번지,37.6222725568,127.2072383608
HD현대오일뱅크㈜직영 호계현대셀프주유소,031-458-4614,Y,1600,2023-07-10,21:31:29,경기도 안양시 동안구 경수대로 510,경기도 안양시 동안구 호계동 1006-7번지,37.3682292070,126.9585158009
삼미상사(주)남부주유소,031-398-6252,Y,1600,2023-04-07,06:48:19,경기도 군포시 고산로 259,경기도 군포시 당동 871-2번지,37.3461479323,126.9435116377
에쓰오일(주)능마을 보금자리주유소,031-574-5200,Y,1600,2022-04-28,14:22:16,경기도 구리시 경춘북로 74,경기도 구리시 갈매동 437-22번지,37.6206664717,127.1073444351
㈜중흥에너지 한양주유소,031-903-2222,Y,1600,2022-05-31,08:43:01,경기도 고양시 덕양구 권율대로 593,경기도 고양시 덕양구 원흥동 218번지,37.6432726369,126.8720115754
HD현대오일뱅크㈜직영 반월셀프주유소,031-406-5991,Y,1600,2023-03-24,07:14:25,경기도 안산시 상록구 수인로 1226,경기도 안산시 상록구 일동 648번지,37.3031245395,126.8748172960
경원주유소,031-761-0551,Y,1600,2023-07-05,09:10:10,경기도 광주시 도척면 마도로 66,경기도 광주시 도척면 방도리 229-1번지,37.2805221156,127.3421400194
대성산업(주)포천주유소,031-533-5180,Y,1600,2022-10-05,07:32:27,경기도 포천시 영중면 호국로 2563,경기도 포천시 영중면 금주리 879-3번지,37.9733319247,127.2483410781
유양주유소,031-842-4026,Y,1600,2023-07-10,20:12:53,경기도 양주시 부흥로1398번길 102,경기도 양주시 유양동 366번지,37.7797073880,127.0289552197
마장주유소,031-632-5156,Y,1600,2023-02-14,08:54:34,경기도 이천시 마장면 중부대로 685,경기도 이천시 마장면 표교리 156-16번지,37.2509738045,127.4109523086
삼미상사(주)청평그린셀프주유소,031-585-8388,Y,1600,2022-11-10,06:36:48,경기도 가평군 청평면 경춘로 524,경기도 가평군 청평면 대성리 56-1번지,37.7180557957,127.4017728288
(주)세일 구도일주유소 안양,031-448-6633,Y,1600,2023-07-11,00:21:01,경기도 안양시 만안구 만안로 135,경기도 안양시 만안구 안양동 392-10번지,37.3943119887,126.9291356336
모가농협주유소,031-633-4984,Y,1650,2022-06-30,14:50:29,경기도 이천시 모가면 진상미로 1187,경기도 이천시 모가면 서경리 295-3번지,37.1624508600,127.4795464518
미광셀프주유소,031-989-5182,Y,1700,2022-11-09,10:24:55,경기도 김포시 고촌읍 김포대로 55-12,경기도 김포시 고촌읍 전호리 386-3번지,37.5844993664,126.7958395120
HD현대오일뱅크㈜직영 수원제일주유소,031-216-5160,Y,1700,2023-07-05,19:23:15,경기도 수원시 팔달구 권광로 273,경기도 수원시 팔달구 인계동 369-7번지,37.2717656566,127.0354768970
SK KH에너지 동양주유소,02-2611-1120,Y,1700,2022-05-10,12:04:20,경기도 시흥시 금오로 580,경기도 시흥시 과림동 94-1번지,37.4529324833,126.8335937830
삼미상사(주)초원셀프주유소,031-983-7151,Y,1700,2023-02-16,08:46:40,경기도 김포시 대곶면 대곶북로 424,경기도 김포시 대곶면 석정리 2-30번지,37.6805242083,126.5703445675
HD현대오일뱅크㈜직영 경원주유소,031-668-5185,Y,1700,2023-07-01,09:24:55,경기도 평택시 경기대로 1602,경기도 평택시 독곡동 384-6번지,37.0873612851,127.0630350880
효창에너지직영 5주유소,031-410-5155,Y,1700,2023-07-10,17:30:36,경기도 시흥시 동서로 996,경기도 시흥시 조남동 690번지,37.3791754055,126.8549961130
신김포농협주유소,031-987-0317,Y,1700,2022-12-13,09:17:19,경기도 김포시 통진읍 서암로 121,경기도 김포시 통진읍 서암리 799-16번지,37.6958363426,126.6004160140
지지대셀프주유소,031-454-0448,Y,1700,2022-11-15,08:11:54,경기도 의왕시 경수대로 112,경기도 의왕시 왕곡동 468-8번지,37.3377521835,126.9803079072
HD현대오일뱅크㈜직영 성산주유소,031-334-7465,Y,1700,2022-04-18,08:29:02,경기도 용인시 처인구 중부대로 983,경기도 용인시 처인구 삼가동 37-8번지,37.2496969538,127.1593313736
지에스(GS)금곡역주유소,031-591-5151,Y,1700,2023-06-30,14:49:00,경기도 남양주시 사릉로 56,경기도 남양주시 금곡동 404-3번지,37.6381773186,127.2092841570
양평프라자주유소,031-771-0162,Y,1700,2023-07-06,19:26:32,경기도 양평군 옥천면 경강로 1422,경기도 양평군 옥천면 아신리 368-1번지,37.5113854448,127.4427111463
sk에너지 준원주유소,031-768-8551,Y,1700,2022-08-10,09:05:07,경기도 광주시 오포로 257,경기도 광주시 능평동 36-24번지,37.3490083015,127.1906327359
HD현대오일뱅크㈜직영 용인IC셀프주유소,031-322-6051,Y,1700,2023-07-10,14:53:44,경기도 용인시 처인구 백옥대로 1410,경기도 용인시 처인구 유방동 245번지,37.2608996788,127.2131200942
(주)대한석유 한대역주유소,031-409-5149,Y,1700,2023-07-10,19:11:35,경기도 안산시 상록구 광덕4로 357,경기도 안산시 상록구 이동 622-2번지,37.3115305018,126.8506542243
삼일주유소,031-952-2745,Y,1700,2023-07-10,12:42:25,경기도 파주시 문산읍 문향로 29,경기도 파주시 문산읍 문산리 20-1번지,37.8545361196,126.7857876892
명품주유소,031-232-6051,Y,1700,2023-02-23,09:42:24,경기도 수원시 권선구 권선로 651,경기도 수원시 권선구 권선동 962-6번지,37.2605198408,127.0227798774
안산주유소(인천방향),031-402-5157,Y,1700,2022-05-06,03:27:03,경기도 안산시 단원구 영동고속도로 15,경기도 안산시 단원구 선부동 산1-50번지,37.3510830798,126.8186314385
임진농협 진상지점주유소,031-833-8333,Y,1700,2022-08-26,14:36:46,경기도 연천군 군남면 군남로 128,경기도 연천군 군남면 진상리 663-3번지,38.0594193935,127.0188579753
스케치주유소,031-485-5400,Y,1700,2023-07-10,12:40:58,경기도 시흥시 동서로 895-1,경기도 시흥시 물왕동 56번지,37.3801875344,126.8439971456
현대석유(주)서광주유소,031-244-5260,Y,1700,2022-04-02,09:08:56,경기도 수원시 장안구 서부로 2370,경기도 수원시 장안구 이목동 243-5번지,37.3165570611,126.9836026073
지에스칼텍스(주)부천고속주유소,032-672-0524,Y,1800,2022-05-12,20:27:26,경기도 부천시 신흥로 434,경기도 부천시 내동 72번지,37.5223666612,126.7759181478
신도시주유소,031-546-0476,Y,1800,2022-08-11,12:06:51,경기도 용인시 기흥구 금화로 2,경기도 용인시 기흥구 상갈동 486번지,37.2613086226,127.1047517676
김포대성 주유소,031-988-5515,Y,1800,2022-12-12,09:44:02,경기도 김포시 중봉로 37,경기도 김포시 감정동 520-8번지,37.6259658400,126.6964835331
원평주유소,031-294-2293,Y,1800,2023-06-30,12:52:07,경기도 화성시 매송면 화성로 2415,경기도 화성시 매송면 원평리 2-7번지,37.2477921837,126.9291039964
용담주유소,031-437-5051,Y,1800,2023-07-10,21:36:18,경기도 안산시 상록구 해안로 1363,경기도 안산시 상록구 팔곡일동 565-4번지,37.2979595229,126.8886027186
부영에너지,031-287-5566,Y,1800,2023-07-06,20:46:45,경기도 용인시 기흥구 사은로 169,경기도 용인시 기흥구 지곡동 613-1번지,37.2561507684,127.1235433943
지에스칼텍스(주)미성주유소,031-335-6232,Y,1800,2022-05-03,09:27:38,경기도 용인시 처인구 백옥대로 1416,경기도 용인시 처인구 유방동 244-2번지,37.2613595526,127.2131860160
열두개울제일주유소,031-835-1233,Y,1800,2022-04-12,14:32:47,경기도 연천군 청산면 청신로 101,경기도 연천군 청산면 초성리 449-3번지,37.9838084137,127.0693194939
행운셀프주유소,031-666-9292,Y,1800,2023-07-07,08:27:50,경기도 평택시 송탄로 301,경기도 평택시 서정동 789-4번지,37.0706976911,127.0591709522
청담에너지,031-238-5189,Y,1800,2022-05-21,08:30:12,경기도 수원시 팔달구 인계로 58,경기도 수원시 팔달구 인계동 975-2번지,37.2689704579,127.0239108158
(주)시흥에너지 배곧주유소,031-434-7683,Y,1800,2023-07-10,21:53:27,경기도 시흥시 서해안로 551,경기도 시흥시 정왕동 1773-1번지,37.3687950939,126.7346395115
현대오일뱅크㈜ 직영 화성현대self주유소,031-236-5145,Y,1800,2023-07-07,09:15:11,경기도 화성시 봉담읍 세자로 352,경기도 화성시 봉담읍 수기리 11-44번지,37.1971369149,126.9828058321
